Hora,Entidad,Municipioenqueselevioporultimavez,Estatura,Sexo,Edad
7:00:AM,JALISCO,GUADALAJARA,null,HOMBRE,40
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,40
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,40
6:00:AM,MICHOACAN,MARAVATIO,null,HOMBRE,40
4:07:34AM,ESTADODEMEXICO,AMECAMECA,null,HOMBRE,40
5:30:AM,SONORA,HERMOSILLO,null,HOMBRE,40
11:00:AM,SONORA,NOGALES,null,HOMBRE,40
12:00:PM,SONORA,CANANEA,null,HOMBRE,40
10:00:AM,SONORA,NAVOJOA,null,HOMBRE,40
2:00:AM,JALISCO,SAYULA,null,HOMBRE,40
1:00:AM,TAMAULIPAS,LLERA,null,HOMBRE,40
12:00:PM,NUEVOLEON,JUAREZ,null,HOMBRE,40
12:00:PM,GUANAJUATO,TIERRABLANCA,null,HOMBRE,40
9:30:AM,TAMAULIPAS,ALDAMA,null,HOMBRE,40
7:00:AM,MICHOACAN,PATZCUARO,null,HOMBRE,40
12:00:PM,TAMAULIPAS,REYNOSA,null,MUJER,40
1:00:AM,SINALOA,MAZATLAN,null,HOMBRE,40
12:00:PM,TAMAULIPAS,TAMPICO,null,HOMBRE,40
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,40
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,40
12:20:PM,NUEVOLEON,JUAREZ,null,HOMBRE,40
11:00:AM,NUEVOLEON,APODACA,null,HOMBRE,40
10:00:AM,MICHOACAN,GABRIELZAMORA,null,HOMBRE,40
1:00:AM,NUEVOLEON,GRAL.ESCOBEDO,null,HOMBRE,40
10:00:AM,GUANAJUATO,DOCTORMORA,null,MUJER,40
2:10:AM,SINALOA,ROSARIO,null,HOMBRE,40
8:00:AM,TAMAULIPAS,TAMPICO,null,HOMBRE,40
7:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,40
1:00:AM,NUEVOLEON,GALEANA,null,HOMBRE,40
10:00:AM,NUEVOLEON,MONTERREY,null,MUJER,40
7:00:AM,GUANAJUATO,PURISIMADELRINCON,null,HOMBRE,40
10:30:AM,NUEVOLEON,GRAL.TERAN,null,MUJER,40
5:30:AM,GUANAJUATO,ACAMBARO,null,HOMBRE,40
7:30:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,40
9:30:AM,NUEVOLEON,MONTERREY,null,HOMBRE,40
12:00:PM,QUERETARO,AMEALCODEBONFIL,null,HOMBRE,40
10:00:AM,NUEVOLEON,APODACA,null,MUJER,40
4:00:AM,COAHUILADEZARAGOZA,SANPEDRO,null,HOMBRE,40
10:40:AM,COAHUILADEZARAGOZA,SALTILLO,null,HOMBRE,40
9:00:AM,NUEVOLEON,LAMPAZOSDENARANJO,null,MUJER,40
11:43:AM,NUEVOLEON,SANTIAGO,null,HOMBRE,40
12:50:PM,NUEVOLEON,SALINASVICTORIA,null,MUJER,40
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,40
12:00:PM,TAMAULIPAS,VICTORIA,null,MUJER,40
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,40
9:00:AM,GUANAJUATO,TARIMORO,null,HOMBRE,40
12:00:PM,TAMAULIPAS,TAMPICO,null,HOMBRE,40
6:55:AM,NUEVOLEON,MONTERREY,null,HOMBRE,40
3:00:AM,NUEVOLEON,APODACA,null,HOMBRE,40
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,40
6:30:AM,PUEBLA,RAFAELLARAGRAJALES,null,HOMBRE,40
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,40
8:00:AM,COLIMA,COLIMA,null,HOMBRE,40
5:00:AM,PUEBLA,PUEBLA,null,HOMBRE,40
12:00:PM,NUEVOLEON,APODACA,null,MUJER,40
7:00:AM,SONORA,GENERALPLUTARCOELIASCALLES,null,HOMBRE,40
9:00:AM,SONORA,HERMOSILLO,null,HOMBRE,40
1:00:AM,SONORA,EMPALME,null,HOMBRE,40
8:00:AM,SINALOA,CULIACAN,null,HOMBRE,40
10:00:AM,SINALOA,CULIACAN,null,HOMBRE,40
2:42:AM,NUEVOLEON,APODACA,null,HOMBRE,40
12:00:PM,GUANAJUATO,LEON,null,HOMBRE,40
6:00:AM,SONORA,SANLUISRIOCOLORADO,null,HOMBRE,40
1:10:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,40
1:00:AM,SINALOA,CULIACAN,null,MUJER,40
7:00:AM,SINALOA,CULIACAN,null,HOMBRE,40
9:00:AM,NUEVOLEON,APODACA,null,HOMBRE,41
4:30:AM,NUEVOLEON,HUALAHUISES,null,HOMBRE,41
1:00:AM,NUEVOLEON,MONTEMORELOS,null,HOMBRE,41
2:30:AM,NUEVOLEON,MONTERREY,null,MUJER,41
7:30:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
10:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,NUEVOLEON,SANTIAGO,null,MUJER,41
5:45:AM,SINALOA,CULIACAN,null,HOMBRE,41
12:00:PM,SINALOA,GUASAVE,null,HOMBRE,41
12:00:PM,SINALOA,CULIACAN,null,HOMBRE,41
7:00:AM,SANLUISPOTOSI,MATEHUALA,null,HOMBRE,41
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,41
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,MUJER,41
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,41
12:00:PM,GUERRERO,ACAPULCODEJUAREZ,null,HOMBRE,41
12:00:PM,GUERRERO,ACAPULCODEJUAREZ,null,MUJER,41
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,41
6:30:AM,MICHOACAN,URUAPAN,null,HOMBRE,41
9:30:AM,COLIMA,MANZANILLO,null,HOMBRE,41
12:00:PM,JALISCO,ZAPOPAN,null,MUJER,41
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,41
12:00:PM,TAMAULIPAS,MIGUELALEMAN,null,HOMBRE,41
8:00:AM,JALISCO,CASIMIROCASTILLO,null,HOMBRE,41
6:04:AM,CHIHUAHUA,OJINAGA,null,HOMBRE,41
10:00:AM,GUANAJUATO,MOROLEON,null,MUJER,41
3:00:AM,SINALOA,CULIACAN,null,HOMBRE,41
11:30:AM,NUEVOLEON,SANPEDROGARZAGARCIA,null,HOMBRE,41
7:00:AM,NUEVOLEON,MONTEMORELOS,null,HOMBRE,41
11:00:AM,NUEVOLEON,MONTEMORELOS,null,HOMBRE,41
5:00:AM,CHIHUAHUA,JUAREZ,null,HOMBRE,41
10:00:AM,NUEVOLEON,SANNICOLASDELOSGARZA,null,HOMBRE,41
5:00:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
6:00:AM,NUEVOLEON,SANTIAGO,null,HOMBRE,41
10:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
10:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
2:00:AM,NUEVOLEON,SANPEDROGARZAGARCIA,null,MUJER,41
12:00:PM,NUEVOLEON,SANTIAGO,null,HOMBRE,41
10:00:AM,NUEVOLEON,LINARES,null,HOMBRE,41
2:00:AM,GUANAJUATO,LEON,null,HOMBRE,41
8:00:AM,TAMAULIPAS,MATAMOROS,null,MUJER,41
3:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
7:20:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
8:00:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
12:00:PM,SONORA,ALTAR,null,HOMBRE,41
4:20:AM,SONORA,AGUAPRIETA,null,HOMBRE,41
6:00:AM,SONORA,PUERTOPEÑASCO,null,HOMBRE,41
5:00:AM,SONORA,HERMOSILLO,null,HOMBRE,41
4:15:AM,NUEVOLEON,PESQUERIA,null,HOMBRE,41
1:00:AM,NUEVOLEON,ALLENDE,null,HOMBRE,41
5:00:AM,NUEVOLEON,ALLENDE,null,HOMBRE,41
11:30:AM,NUEVOLEON,ALLENDE,null,HOMBRE,41
10:52:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,HOMBRE,41
8:18:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,HOMBRE,41
8:18:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,HOMBRE,41
4:00:AM,NUEVOLEON,CHINA,null,HOMBRE,41
9:00:AM,NUEVOLEON,DR.COSS,null,HOMBRE,41
9:00:AM,NUEVOLEON,DR.ARROYO,null,HOMBRE,41
11:50:AM,NUEVOLEON,SANTACATARINA,null,HOMBRE,41
7:00:AM,NUEVOLEON,GRAL.ESCOBEDO,null,HOMBRE,41
1:00:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
9:00:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
10:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
1:30:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
7:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
5:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
9:00:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
7:30:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
3:00:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
2:00:AM,NUEVOLEON,JUAREZ,null,HOMBRE,41
6:00:AM,NUEVOLEON,JUAREZ,null,HOMBRE,41
1:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
8:00:AM,NUEVOLEON,MONTERREY,null,MUJER,41
3:30:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,NUEVOLEON,MONTERREY,null,HOMBRE,41
2:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
3:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
4:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
2:00:AM,NUEVOLEON,MONTERREY,null,MUJER,41
3:13:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,NUEVOLEON,GRAL.ESCOBEDO,null,HOMBRE,41
6:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
11:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
7:00:AM,NUEVOLEON,MONTERREY,null,MUJER,41
5:00:AM,NUEVOLEON,SABINASHIDALGO,null,MUJER,41
10:00:AM,NUEVOLEON,SABINASHIDALGO,null,HOMBRE,41
6:30:AM,NUEVOLEON,SANNICOLASDELOSGARZA,null,HOMBRE,41
8:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
5:20:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
10:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
10:00:AM,NUEVOLEON,GRAL.ESCOBEDO,null,HOMBRE,41
12:00:PM,CHIHUAHUA,SAUCILLO,null,HOMBRE,41
7:00:AM,NUEVOLEON,GRAL.ESCOBEDO,null,HOMBRE,41
6:30:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,null,HOMBRE,41
4:00:AM,COAHUILADEZARAGOZA,TORREON,null,HOMBRE,41
6:00:AM,COAHUILADEZARAGOZA,ACUÑA,null,HOMBRE,41
12:00:PM,COAHUILADEZARAGOZA,ACUÑA,null,HOMBRE,41
12:00:PM,COAHUILADEZARAGOZA,SALTILLO,null,HOMBRE,41
12:00:PM,COAHUILADEZARAGOZA,FRANCISCOI.MADERO,null,HOMBRE,41
12:00:PM,COAHUILADEZARAGOZA,ACUÑA,null,HOMBRE,41
10:00:AM,NUEVOLEON,SABINASHIDALGO,null,MUJER,41
2:00:AM,SINALOA,AHOME,null,HOMBRE,41
7:00:AM,MICHOACAN,TOCUMBO,null,HOMBRE,41
9:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,TAMAULIPAS,VALLEHERMOSO,null,HOMBRE,41
12:00:PM,TAMAULIPAS,VALLEHERMOSO,null,HOMBRE,41
6:30:AM,JALISCO,ZAPOPAN,null,HOMBRE,41
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,41
10:27:27AM,ESTADODEMEXICO,null,null,HOMBRE,41
9:24:26AM,ESTADODEMEXICO,null,null,HOMBRE,41
11:45:AM,TAMAULIPAS,VICTORIA,null,HOMBRE,41
3:15:AM,SINALOA,MAZATLAN,null,HOMBRE,41
12:00:PM,SINALOA,ELFUERTE,null,HOMBRE,41
12:00:PM,SINALOA,CULIACAN,null,HOMBRE,41
10:00:AM,NUEVOLEON,SANTACATARINA,null,HOMBRE,41
12:00:PM,BAJACALIFORNIA,TIJUANA,null,MUJER,41
11:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
6:30:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,HOMBRE,41
3:45:AM,MICHOACAN,ZAMORA,null,HOMBRE,41
11:00:AM,NUEVOLEON,SANNICOLASDELOSGARZA,null,HOMBRE,41
9:30:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,41
4:00:AM,NUEVOLEON,SANPEDROGARZAGARCIA,null,HOMBRE,41
5:00:AM,MICHOACAN,LAZAROCARDENAS,null,HOMBRE,41
12:00:PM,GUANAJUATO,COMONFORT,null,HOMBRE,41
1:00:AM,SINALOA,CULIACAN,null,HOMBRE,41
12:00:PM,BAJACALIFORNIA,MEXICALI,null,HOMBRE,41
5:20:AM,NUEVOLEON,SANNICOLASDELOSGARZA,null,HOMBRE,41
12:30:PM,TAMAULIPAS,JIMENEZ,null,MUJER,41
7:48:48AM,ESTADODEMEXICO,NEZAHUALCOYOTL,null,MUJER,41
9:40:AM,TAMAULIPAS,MIER,null,HOMBRE,41
5:00:AM,SONORA,GUAYMAS,null,HOMBRE,41
6:30:AM,SONORA,NACOZARIDEGARCIA,null,HOMBRE,41
9:00:AM,SONORA,CAJEME,null,HOMBRE,41
10:00:AM,SONORA,HERMOSILLO,null,HOMBRE,41
7:30:AM,SONORA,HERMOSILLO,null,HOMBRE,41
10:00:AM,SONORA,AGUAPRIETA,null,HOMBRE,41
10:00:AM,SONORA,HERMOSILLO,null,HOMBRE,41
12:00:PM,SONORA,GUAYMAS,null,HOMBRE,41
11:30:AM,TAMAULIPAS,VALLEHERMOSO,null,HOMBRE,41
11:00:AM,NUEVOLEON,LAMPAZOSDENARANJO,null,HOMBRE,41
11:00:AM,NUEVOLEON,LAMPAZOSDENARANJO,null,MUJER,41
10:00:AM,NUEVOLEON,ANAHUAC,null,HOMBRE,41
8:00:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,MUJER,41
12:00:PM,NUEVOLEON,CHINA,null,HOMBRE,41
12:00:PM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,TAMAULIPAS,RIOBRAVO,null,HOMBRE,41
10:00:AM,NUEVOLEON,JUAREZ,null,HOMBRE,41
9:01:AM,NUEVOLEON,SANTACATARINA,null,HOMBRE,41
5:00:AM,NUEVOLEON,PESQUERIA,null,HOMBRE,41
7:45:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
8:00:AM,NUEVOLEON,JUAREZ,null,HOMBRE,41
5:00:AM,NUEVOLEON,SANNICOLASDELOSGARZA,null,HOMBRE,41
7:00:AM,NUEVOLEON,APODACA,null,HOMBRE,41
3:00:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,HOMBRE,41
8:00:AM,NUEVOLEON,SANPEDROGARZAGARCIA,null,MUJER,41
2:00:AM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,41
2:00:AM,GUANAJUATO,SALVATIERRA,null,HOMBRE,41
1:30:AM,NUEVOLEON,SABINASHIDALGO,null,HOMBRE,41
3:00:AM,NUEVOLEON,MONTERREY,null,MUJER,41
4:00:AM,SINALOA,CONCORDIA,null,HOMBRE,41
8:00:AM,NUEVOLEON,GALEANA,null,HOMBRE,41
10:00:AM,MICHOACAN,URUAPAN,null,HOMBRE,41
8:20:AM,JALISCO,VALLEDEJUAREZ,null,HOMBRE,41
12:55:PM,NUEVOLEON,LOSRAMONES,null,HOMBRE,41
1:30:AM,SINALOA,CULIACAN,null,HOMBRE,41
8:00:AM,MORELOS,CUERNAVACA,null,HOMBRE,41
9:40:AM,COAHUILADEZARAGOZA,SALTILLO,null,HOMBRE,41
6:00:AM,NUEVOLEON,CIENEGADEFLORES,null,HOMBRE,41
12:00:PM,GUANAJUATO,CELAYA,null,MUJER,41
12:00:PM,TAMAULIPAS,REYNOSA,null,MUJER,41
3:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,41
12:00:PM,TAMAULIPAS,MATAMOROS,null,MUJER,41
12:00:PM,TAMAULIPAS,VICTORIA,null,HOMBRE,41
12:00:PM,TAMAULIPAS,MATAMOROS,null,MUJER,41
12:00:PM,TAMAULIPAS,SANFERNANDO,null,HOMBRE,41
5:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
1:00:AM,NUEVOLEON,HIDALGO,null,HOMBRE,41
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,41
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,41
2:00:AM,CHIHUAHUA,CHIHUAHUA,null,HOMBRE,41
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,41
12:00:PM,BAJACALIFORNIA,MEXICALI,null,HOMBRE,41
2:00:AM,BAJACALIFORNIA,PLAYASDEROSARITO,null,HOMBRE,41
2:51:AM,NUEVOLEON,APODACA,null,MUJER,41
1:00:AM,NUEVOLEON,GRAL.ESCOBEDO,null,HOMBRE,41
10:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,41
12:00:PM,SONORA,GUAYMAS,null,HOMBRE,41
2:00:45AM,SONORA,HERMOSILLO,null,MUJER,41
6:27:28AM,SONORA,GUAYMAS,null,HOMBRE,41
11:40:AM,SONORA,CABORCA,null,HOMBRE,41
6:00:AM,SONORA,GUAYMAS,null,HOMBRE,41
5:00:AM,GUANAJUATO,DOLORESHIDALGOCUNADELAINDEPENDENCIANAL.,null,HOMBRE,41
12:00:PM,DURANGO,DURANGO,null,HOMBRE,41
2:00:AM,SINALOA,AHOME,null,HOMBRE,41
11:00:AM,GUANAJUATO,SALAMANCA,null,HOMBRE,41
12:00:PM,SONORA,NOGALES,null,HOMBRE,41
4:00:AM,CHIHUAHUA,CUAUHTEMOC,null,HOMBRE,42
3:15:AM,SINALOA,CULIACAN,null,HOMBRE,42
3:00:AM,SINALOA,CULIACAN,null,HOMBRE,42
7:00:AM,SINALOA,MAZATLAN,null,HOMBRE,42
5:00:AM,SINALOA,MAZATLAN,null,HOMBRE,42
8:00:AM,SINALOA,CULIACAN,null,MUJER,42
8:00:AM,SINALOA,CULIACAN,null,MUJER,42
2:30:AM,SINALOA,SALVADORALVARADO,null,HOMBRE,42
11:20:AM,SINALOA,AHOME,null,HOMBRE,42
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,42
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,42
12:00:PM,TAMAULIPAS,NUEVOLAREDO,null,HOMBRE,42
12:00:PM,GUERRERO,CHILPANCINGODELOSBRAVO,null,HOMBRE,42
12:00:PM,GUERRERO,ACAPULCODEJUAREZ,null,HOMBRE,42
9:30:AM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
12:00:PM,CIUDADDEMEXICO,MIGUELHIDALGO,null,MUJER,42
12:00:PM,ESTADODEMEXICO,TECAMAC,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
12:00:PM,TAMAULIPAS,VALLEHERMOSO,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,MUJER,42
6:00:AM,SINALOA,NAVOLATO,null,MUJER,42
12:00:PM,SINALOA,GUASAVE,null,MUJER,42
12:00:PM,JALISCO,GUADALAJARA,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,42
6:00:AM,JALISCO,GUADALAJARA,null,HOMBRE,42
2:40:AM,CHIHUAHUA,OJINAGA,null,HOMBRE,42
12:00:PM,GUANAJUATO,GUANAJUATO,null,HOMBRE,42
10:00:AM,SINALOA,CULIACAN,null,HOMBRE,42
6:00:AM,BAJACALIFORNIA,MEXICALI,null,HOMBRE,42
1:30:AM,DURANGO,DURANGO,null,HOMBRE,42
12:00:PM,NUEVOLEON,GRAL.ESCOBEDO,null,HOMBRE,42
11:00:AM,NUEVOLEON,MONTEMORELOS,null,HOMBRE,42
12:00:PM,NUEVOLEON,APODACA,null,HOMBRE,42
7:00:AM,NUEVOLEON,SANTIAGO,null,HOMBRE,42
10:00:AM,NUEVOLEON,SANTACATARINA,null,HOMBRE,42
11:30:AM,NUEVOLEON,LOSRAMONES,null,HOMBRE,42
10:00:AM,GUANAJUATO,LEON,null,HOMBRE,42
4:00:AM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
8:00:AM,NUEVOLEON,GUADALUPE,null,MUJER,42
10:00:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,HOMBRE,42
10:00:AM,NUEVOLEON,CADEREYTAJIMENEZ,null,HOMBRE,42
10:00:AM,SONORA,AGUAPRIETA,null,HOMBRE,42
6:00:AM,SONORA,CANANEA,null,HOMBRE,42
5:00:AM,SONORA,AGUAPRIETA,null,HOMBRE,42
9:30:AM,SONORA,CANANEA,null,HOMBRE,42
4:00:AM,NUEVOLEON,APODACA,null,HOMBRE,42
12:00:PM,NUEVOLEON,JUAREZ,null,HOMBRE,42
9:00:AM,NUEVOLEON,SABINASHIDALGO,null,HOMBRE,42
7:32:AM,COAHUILADEZARAGOZA,SALTILLO,null,HOMBRE,42
7:00:AM,COAHUILADEZARAGOZA,SALTILLO,null,MUJER,42
6:00:AM,COAHUILADEZARAGOZA,SANPEDRO,null,HOMBRE,42
11:00:AM,COAHUILADEZARAGOZA,TORREON,null,HOMBRE,42
11:30:AM,MICHOACAN,ZAMORA,null,HOMBRE,42
12:00:PM,MICHOACAN,URUAPAN,null,MUJER,42
6:00:AM,MICHOACAN,ZAMORA,null,HOMBRE,42
3:00:AM,JALISCO,AMECA,null,HOMBRE,42
7:00:AM,MICHOACAN,ZAMORA,null,HOMBRE,42
12:00:PM,TAMAULIPAS,VALLEHERMOSO,null,HOMBRE,42
4:30:AM,MICHOACAN,ZITACUARO,null,MUJER,42
7:00:AM,TAMAULIPAS,SANFERNANDO,null,MUJER,42
7:50:50AM,ESTADODEMEXICO,null,null,HOMBRE,42
9:25:25AM,ESTADODEMEXICO,null,null,HOMBRE,42
12:00:PM,BAJACALIFORNIA,MEXICALI,null,HOMBRE,42
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,42
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,42
8:53:53AM,ESTADODEMEXICO,null,null,HOMBRE,42
12:00:PM,CHIHUAHUA,CHIHUAHUA,null,MUJER,42
6:00:AM,NUEVOLEON,MARIN,null,MUJER,42
12:00:PM,VERACRUZ,NOGALES,null,HOMBRE,42
6:00:AM,JALISCO,AMECA,null,HOMBRE,42
12:00:PM,MICHOACAN,HIDALGO,null,HOMBRE,42
4:30:AM,MICHOACAN,ZAMORA,null,HOMBRE,42
1:30:AM,NUEVOLEON,MONTERREY,null,HOMBRE,42
12:00:PM,CHIHUAHUA,CHIHUAHUA,null,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,null,HOMBRE,42
11:26:AM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,42
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,42
5:00:AM,SINALOA,CULIACAN,null,HOMBRE,42
3:00:AM,SONORA,AGUAPRIETA,null,HOMBRE,42
10:00:AM,SONORA,AGUAPRIETA,null,HOMBRE,42
11:00:AM,SONORA,HERMOSILLO,null,MUJER,42
8:00:AM,SONORA,HUATABAMPO,null,HOMBRE,42
12:00:PM,SONORA,HERMOSILLO,null,HOMBRE,42
7:00:AM,TAMAULIPAS,MIGUELALEMAN,null,HOMBRE,42
7:00:AM,TAMAULIPAS,RIOBRAVO,null,HOMBRE,42
12:00:PM,GUANAJUATO,SANLUISDELAPAZ,null,HOMBRE,42
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,42
7:50:AM,MICHOACAN,SAHUAYO,null,HOMBRE,42
10:00:AM,NUEVOLEON,SANPEDROGARZAGARCIA,null,HOMBRE,42
12:00:PM,ESTADODEMEXICO,JIQUIPILCO,null,MUJER,42
7:00:AM,NUEVOLEON,MELCHOROCAMPO,null,HOMBRE,42
6:45:AM,NUEVOLEON,MONTERREY,null,HOMBRE,42
12:00:PM,MICHOACAN,URUAPAN,null,HOMBRE,42
12:00:PM,MICHOACAN,LAHUACANA,null,HOMBRE,42
12:00:PM,SINALOA,ESCUINAPA,null,HOMBRE,42
10:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,42
2:00:AM,NUEVOLEON,GUADALUPE,null,HOMBRE,42
12:00:PM,GUANAJUATO,GUANAJUATO,null,HOMBRE,42
8:00:AM,NUEVOLEON,MONTERREY,null,HOMBRE,42
8:00:AM,SINALOA,CULIACAN,null,HOMBRE,42
8:00:AM,SINALOA,CULIACAN,null,HOMBRE,42
8:00:AM,CHIHUAHUA,HIDALGODELPARRAL,null,HOMBRE,42
12:00:PM,CIUDADDEMEXICO,IZTAPALAPA,null,MUJER,42
9:00:AM,NUEVOLEON,GRAL.TREVIÑO,null,HOMBRE,42
7:00:AM,GUANAJUATO,APASEOELALTO,null,HOMBRE,42
12:00:PM,COAHUILADEZARAGOZA,SANPEDRO,null,HOMBRE,42
12:00:PM,BAJACALIFORNIA,TIJUANA,null,HOMBRE,42
1:00:AM,NUEVOLEON,CHINA,null,HOMBRE,42
4:00:AM,NUEVOLEON,SANNICOLASDELOSGARZA,null,HOMBRE,42
8:00:AM,MICHOACAN,ZAMORA,null,HOMBRE,42
12:00:PM,TAMAULIPAS,REYNOSA,null,MUJER,42
1:30:AM,NUEVOLEON,APODACA,null,HOMBRE,42
5:50:AM,NUEVOLEON,GUADALUPE,null,MUJER,42
12:00:PM,TAMAULIPAS,SANFERNANDO,null,HOMBRE,42
10:00:AM,NUEVOLEON,MONTERREY,null,MUJER,42
12:00:PM,TAMAULIPAS,REYNOSA,null,HOMBRE,42
7:00:AM,GUANAJUATO,SANMIGUELDEALLENDE,null,MUJER,42
12:50:PM,NUEVOLEON,APODACA,null,HOMBRE,42
12:30:PM,NUEVOLEON,HIDALGO,null,HOMBRE,42
1:00:AM,SONORA,NOGALES,null,MUJER,42
8:00:AM,GUANAJUATO,CELAYA,null,HOMBRE,42
1:25:AM,NUEVOLEON,MONTERREY,null,HOMBRE,42
5:00:AM,NUEVOLEON,SANPEDROGARZAGARCIA,null,HOMBRE,42
11:00:AM,NUEVOLEON,MONTERREY,null,MUJER,42
9:56:AM,COAHUILADEZARAGOZA,ACUÑA,null,MUJER,42
12:00:PM,NUEVOLEON,GRAL.ZUAZUA,null,HOMBRE,42
12:00:PM,SONORA,ROSARIO,null,HOMBRE,42
11:12:46AM,SONORA,CAJEME,null,HOMBRE,42
1:00:AM,SINALOA,CULIACAN,null,HOMBRE,42
